qs_rank_2024,institution,country,qs_rank_2025,subject_area,ib_min,ib_recommended,a_levels,sat_recommended,act_recommended,additional_tests
149.0,University of Southern California,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,University of Southern California,United States of America,165.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
255.0,University of Southern Denmark (SDU),Denmark,223.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
401.0,University of St Andrews,United Kingdom,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,University of Strathclyde,United Kingdom,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,University of Surrey,United Kingdom,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,University of Sussex,United Kingdom,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,University of Szeged,Hungary,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
394.0,University of Tartu,Estonia,391.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
327.0,University of Tasmania,Australia,323.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
265.0,University of Technology Sydney,Australia,261.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,University of Tehran,Iran (Islamic Republic of),401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,University of Tehran,"Iran, Islamic Republic of",,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,University of Texas Dallas,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
160.0,University of Texas at Austin,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,University of Texas at Austin,United States of America,178.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
13.0,University of Toronto,Canada,13.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
,University of Trieste,Italy,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,University of Tromsø The Arctic University of Norway,Norway,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
287.0,University of Tsukuba,Japan,313.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
155.0,University of Turin,Italy,165.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
267.0,University of Turku,Finland,251.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,University of Twente,Netherlands,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,University of Ulsan,Republic of Korea,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
356.0,University of Ulsan ,South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
243.0,University of Utah,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,University of Utah,United States of America,247.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
197.0,University of Vienna,Austria,197.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
201.0,University of Virginia,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,University of Virginia,United States of America,213.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
,University of Warsaw,Poland,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,University of Warsaw ,Poland,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
16.0,University of Washington,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,University of Washington,United States of America,21.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
356.0,University of Waterloo,Canada,387.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
72.0,University of Wisconsin-Madison,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,University of Wisconsin-Madison,United States of America,83.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
273.0,University of Witwatersrand,South Africa,250.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
374.0,University of Wollongong,Australia,352.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
210.0,University of York,United Kingdom,177.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
401.0,University of Zagreb,Croatia,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
60.0,University of Zurich,Switzerland,57.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
451.0,University of the Basque Country,Spain,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,University of the Philippines,Philippines,372.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
351.0,Università Vita-Salute San Raffaele,Italy,289.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
294.0,Università degli Studi di Pavia,Italy,268.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Università degli Studi di Perugia,Italy,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
224.0,Università Cattolica del Sacro Cuore,Italy,196.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
105.0,Università di Padova,Italy,99.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
401.0,Universität Duisburg-Essen,Germany,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
143.0,Universität Hamburg,Germany,144.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
314.0,Universität Jena,Germany,331.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
239.0,Universität Leipzig,Germany,241.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
451.0,Universität Regensburg,Germany,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Universität des Saarlandes,Germany,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
327.0,Universität für Bodenkultur Wien,Austria,346.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
176.0,Université Claude Bernard Lyon 1,France,189.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
,Université Côte d'Azur,France,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Université Côte d\'Azur,France,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
258.0,Université Grenoble Alpes,France,265.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
217.0,Université Laval,Canada,231.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
135.0,Université PSL,France,139.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
78.0,Université Paris Cité,France,86.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
389.0,Université Paris-Est Créteil,France,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
58.0,Université Paris-Saclay,France,59.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
228.0,Université Paul Sabatier Toulouse III,France,240.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
401.0,Université Sorbonne Paris Nord,France,380.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
153.0,Université catholique de Louvain (UCLouvain),Belgium,142.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
300.0,Université de Lille,France,293.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
296.0,Université de Liège,Belgium,298.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Université de Lorraine,France,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
123.0,Université de Montpellier,France,132.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
,Université de Montréal,Canada,109.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
103.0,Université de Montréal ,Canada,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,Université de Nantes,France,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Université de Rennes 1 (University of Rennes),France,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
214.0,Université de Strasbourg,France,231.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
73.0,Uppsala University,Sweden,81.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
51.0,Utrecht University,Netherlands,48.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
85.0,Vanderbilt University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Vanderbilt University,United States of America,81.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
384.0,Verona University,Italy,380.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
319.0,Virginia Commonwealth University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Virginia Commonwealth University,United States of America,323.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
358.0,Virginia Polytechnic Institute and State University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Virginia Polytechnic Institute and State University,United States of America,366.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
100.0,Vrije Universiteit Amsterdam,Netherlands,104.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
296.0,Vrije Universiteit Brussel (VUB),Belgium,289.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
44.0,Wageningen University & Research,Netherlands,38.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
399.0,Wake Forest University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Wake Forest University,United States of America,401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Warsaw University of Life Sciences – SGGW (WULS-SGGW),Poland,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
272.0,Washington State University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Washington State University,United States of America,265.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
42.0,Washington University in St. Louis,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Washington University in St. Louis,United States of America,44.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
451.0,Wayne State University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Wayne State University,United States of America,451.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
347.0,Weizmann Institute of Science,Israel,339.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,West Virginia University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Western Sydney University,Australia,359.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
192.0,Western University,Canada,229.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
,Westfälische Wilhelms-Universität Münster,Germany,276.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
269.0,Westfälische Wilhelms-Universität Münster ,Germany,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
204.0,Wuhan University,China (Mainland),172.0,Life Sciences & Medicine,32,36,AAB,1300+,27+,
388.0,Xiamen University,China (Mainland),398.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
451.0,Xi’an Jiaotong University,China (Mainland),401.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
11.0,Yale University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Yale University,United States of America,12.0,Life Sciences & Medicine,36,40,A*AA,1450+,32+,UCAT
401.0,Yeshiva University,United States,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Yonsei University,Republic of Korea,66.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
57.0,Yonsei University,South Korea,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,Zagazig University,Egypt,501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
94.0,Zhejiang University,China (Mainland),75.0,Life Sciences & Medicine,34,38,AAA,1400+,30+,
,Zhengzhou University,China (Mainland),501.0,Life Sciences & Medicine,28,32,BBB,1200+,25+,
501.0,École Normale Supérieure de Lyon,France,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
,,,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
500.0,,,,Life Sciences & Medicine,28,32,BBB,1200+,25+,
401.0,AGH University of Science and Technology,Poland,401.0,Natural Sciences,28,32,BBB,1200+,25+,
264.0,Aalto University,Finland,258.0,Natural Sciences,28,32,BBB,1200+,25+,
187.0,Aarhus University,Denmark,181.0,Natural Sciences,31,35,AAB,1300+,27+,
289.0,Academy of Sciences of the Czech Republic,Czech Republic,,Natural Sciences,28,32,BBB,1200+,25+,
,Academy of Sciences of the Czech Republic,Czechia,290.0,Natural Sciences,28,32,BBB,1200+,25+,
401.0,"Adam Mickiewicz University, Poznań",Poland,401.0,Natural Sciences,28,32,BBB,1200+,25+,
,Ain Shams University,Egypt,401.0,Natural Sciences,28,32,BBB,1200+,25+,
401.0,Ain Shams University ,Egypt,,Natural Sciences,28,32,BBB,1200+,25+,
167.0,Aix-Marseille University,France,142.0,Natural Sciences,31,35,AAB,1300+,27+,
501.0,Ajou University ,South Korea,,Natural Sciences,28,32,BBB,1200+,25+,
,Al-Azhar University,Egypt,501.0,Natural Sciences,28,32,BBB,1200+,25+,
401.0,Al-Farabi Kazakh National University,Kazakhstan,360.0,Natural Sciences,28,32,BBB,1200+,25+,
236.0,Albert-Ludwigs-Universitaet Freiburg,Germany,227.0,Natural Sciences,31,35,AAB,1300+,27+,
,Alexandria University,Egypt,451.0,Natural Sciences,28,32,BBB,1200+,25+,
501.0,Alexandria University ,Egypt,,Natural Sciences,28,32,BBB,1200+,25+,
96.0,Alma Mater Studiorum - University of Bologna,Italy,94.0,Natural Sciences,33,37,AAA,1400+,30+,
,Ankara Üniversitesi,Türkiye,501.0,Natural Sciences,28,32,BBB,1200+,25+,
451.0,Anna University,India,335.0,Natural Sciences,28,32,BBB,1200+,25+,
324.0,Aristotle University of Thessaloniki,Greece,344.0,Natural Sciences,28,32,BBB,1200+,25+,
151.0,Arizona State University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Arizona State University,United States of America,154.0,Natural Sciences,31,35,AAB,1300+,27+,
451.0,Babes-Bolyai University,Romania,451.0,Natural Sciences,28,32,BBB,1200+,25+,
501.0,Banaras Hindu University,India,451.0,Natural Sciences,28,32,BBB,1200+,25+,
501.0,Bandung Institute of Technology (ITB),Indonesia,401.0,Natural Sciences,28,32,BBB,1200+,25+,
401.0,Bauman Moscow State Technical University,Russia,,Natural Sciences,28,32,BBB,1200+,25+,
,Bauman Moscow State Technical University,Russian Federation,369.0,Natural Sciences,28,32,BBB,1200+,25+,
331.0,Beihang University (former BUAA),China (Mainland),325.0,Natural Sciences,28,32,BBB,1200+,25+,
266.0,Beijing Institute of Technology,China (Mainland),206.0,Natural Sciences,31,35,AAB,1300+,27+,
,Beijing Normal University,China (Mainland),190.0,Natural Sciences,31,35,AAB,1300+,27+,
230.0,Beijing Normal University ,China (Mainland),,Natural Sciences,28,32,BBB,1200+,25+,
451.0,Beijing University of Technology,China (Mainland),501.0,Natural Sciences,28,32,BBB,1200+,25+,
451.0,Belarusian State University,Belarus,501.0,Natural Sciences,28,32,BBB,1200+,25+,
401.0,Ben-Gurion University of The Negev,Israel,401.0,Natural Sciences,28,32,BBB,1200+,25+,
451.0,Bilkent University,Turkey,,Natural Sciences,28,32,BBB,1200+,25+,
,Bilkent University,Türkiye,451.0,Natural Sciences,28,32,BBB,1200+,25+,
,"Birla Institute of Technology and Science, Pilani",India,451.0,Natural Sciences,28,32,BBB,1200+,25+,
174.0,Boston University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Boston University,United States of America,173.0,Natural Sciences,31,35,AAB,1300+,27+,
501.0,Boğaziçi University,Turkey,,Natural Sciences,28,32,BBB,1200+,25+,
,Boğaziçi University,Türkiye,501.0,Natural Sciences,28,32,BBB,1200+,25+,
451.0,Brno University of Technology,Czech Republic,,Natural Sciences,28,32,BBB,1200+,25+,
,Brno University of Technology,Czechia,401.0,Natural Sciences,28,32,BBB,1200+,25+,
147.0,Brown University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Brown University,United States of America,159.0,Natural Sciences,31,35,AAB,1300+,27+,
377.0,Budapest University of Technology and Economics,Hungary,383.0,Natural Sciences,28,32,BBB,1200+,25+,
370.0,COMSATS University Islamabad,Pakistan,331.0,Natural Sciences,28,32,BBB,1200+,25+,
275.0,Cairo University,Egypt,246.0,Natural Sciences,31,35,AAB,1300+,27+,
6.0,California Institute of Technology (Caltech),United States,,Natural Sciences,28,32,BBB,1200+,25+,
,California Institute of Technology (Caltech),United States of America,7.0,Natural Sciences,37,41,A*A*A,1500+,34+,
236.0,Cardiff University,United Kingdom,253.0,Natural Sciences,28,32,BBB,1200+,25+,
501.0,Carleton University,Canada,,Natural Sciences,28,32,BBB,1200+,25+,
103.0,Carnegie Mellon University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Carnegie Mellon University,United States of America,98.0,Natural Sciences,33,37,AAA,1400+,30+,
401.0,Case Western Reserve University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Case Western Reserve University,United States of America,451.0,Natural Sciences,28,32,BBB,1200+,25+,
501.0,Catania University,Italy,,Natural Sciences,28,32,BBB,1200+,25+,
401.0,Central South University,China (Mainland),390.0,Natural Sciences,28,32,BBB,1200+,25+,
198.0,Chalmers University of Technology,Sweden,195.0,Natural Sciences,31,35,AAB,1300+,27+,
206.0,Charles University,Czech Republic,,Natural Sciences,28,32,BBB,1200+,25+,
,Charles University,Czechia,198.0,Natural Sciences,31,35,AAB,1300+,27+,
451.0,Chiang Mai University,Thailand,401.0,Natural Sciences,28,32,BBB,1200+,25+,
,China Agricultural University,China (Mainland),501.0,Natural Sciences,28,32,BBB,1200+,25+,
401.0,China University of Geosciences,China (Mainland),401.0,Natural Sciences,28,32,BBB,1200+,25+,
451.0,Chonnam National University,South Korea,,Natural Sciences,28,32,BBB,1200+,25+,
322.0,Christian-Albrechts-University zu Kiel,Germany,325.0,Natural Sciences,28,32,BBB,1200+,25+,
293.0,Chulalongkorn University,Thailand,250.0,Natural Sciences,31,35,AAB,1300+,27+,
501.0,Chung-Ang University (CAU),South Korea,,Natural Sciences,28,32,BBB,1200+,25+,
183.0,City University of Hong Kong,Hong Kong SAR,,Natural Sciences,28,32,BBB,1200+,25+,
,City University of Hong Kong,"Hong Kong SAR, China",140.0,Natural Sciences,31,35,AAB,1300+,27+,
275.0,City University of New York,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,City University of New York,United States of America,351.0,Natural Sciences,28,32,BBB,1200+,25+,
401.0,Colorado School of Mines,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Colorado School of Mines,United States of America,401.0,Natural Sciences,28,32,BBB,1200+,25+,
183.0,Colorado State University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Colorado State University,United States of America,207.0,Natural Sciences,31,35,AAB,1300+,27+,
24.0,Columbia University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Columbia University,United States of America,27.0,Natural Sciences,35,39,A*AA,1450+,32+,
191.0,Complutense University of Madrid,Spain,190.0,Natural Sciences,31,35,AAB,1300+,27+,
20.0,Cornell University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Cornell University,United States of America,23.0,Natural Sciences,35,39,A*AA,1450+,32+,
205.0,Curtin University,Australia,203.0,Natural Sciences,31,35,AAB,1300+,27+,
307.0,Czech Technical University in Prague,Czech Republic,,Natural Sciences,28,32,BBB,1200+,25+,
,Czech Technical University in Prague,Czechia,335.0,Natural Sciences,28,32,BBB,1200+,25+,
451.0,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,,Natural Sciences,28,32,BBB,1200+,25+,
331.0,Dalhousie University,Canada,319.0,Natural Sciences,28,32,BBB,1200+,25+,
401.0,Dalian University of Technology,China (Mainland),401.0,Natural Sciences,28,32,BBB,1200+,25+,
451.0,Dartmouth College,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Dartmouth College,United States of America,451.0,Natural Sciences,28,32,BBB,1200+,25+,
401.0,Deakin University,Australia,360.0,Natural Sciences,28,32,BBB,1200+,25+,
47.0,Delft University of Technology,Netherlands,45.0,Natural Sciences,35,39,A*AA,1450+,32+,
103.0,Duke University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Duke University,United States of America,96.0,Natural Sciences,33,37,AAA,1400+,30+,
92.0,Durham University,United Kingdom,111.0,Natural Sciences,31,35,AAB,1300+,27+,
,Duy Tan University,Viet Nam,377.0,Natural Sciences,28,32,BBB,1200+,25+,
11.0,EPFL,Switzerland,11.0,Natural Sciences,35,39,A*AA,1450+,32+,
8.0,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,6.0,Natural Sciences,37,41,A*A*A,1500+,34+,
379.0,East China Normal University,China (Mainland),364.0,Natural Sciences,28,32,BBB,1200+,25+,
451.0,East China University of Science and Technology,China (Mainland),451.0,Natural Sciences,28,32,BBB,1200+,25+,
227.0,Eberhard Karls Universität Tübingen,Germany,248.0,Natural Sciences,31,35,AAB,1300+,27+,
179.0,Eindhoven University of Technology,Netherlands,194.0,Natural Sciences,31,35,AAB,1300+,27+,
451.0,Emory University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Emory University,United States of America,501.0,Natural Sciences,28,32,BBB,1200+,25+,
,Ewha Womans University,Republic of Korea,451.0,Natural Sciences,28,32,BBB,1200+,25+,
385.0,Ewha Womans University,South Korea,,Natural Sciences,28,32,BBB,1200+,25+,
301.0,Eötvös Loránd University,Hungary,331.0,Natural Sciences,28,32,BBB,1200+,25+,
451.0,Florida International University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Florida International University,United States of America,451.0,Natural Sciences,28,32,BBB,1200+,25+,
241.0,Florida State University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Florida State University,United States of America,263.0,Natural Sciences,28,32,BBB,1200+,25+,
105.0,Freie Universitaet Berlin,Germany,105.0,Natural Sciences,31,35,AAB,1300+,27+,
194.0,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,207.0,Natural Sciences,31,35,AAB,1300+,27+,
51.0,Fudan University,China (Mainland),42.0,Natural Sciences,35,39,A*AA,1450+,32+,
,Gadjah Mada University,Indonesia,501.0,Natural Sciences,28,32,BBB,1200+,25+,
401.0,Gazi Üniversitesi,Turkey,,Natural Sciences,28,32,BBB,1200+,25+,
,Gazi Üniversitesi,Türkiye,385.0,Natural Sciences,28,32,BBB,1200+,25+,
501.0,Gdańsk University of Technology,Poland,451.0,Natural Sciences,28,32,BBB,1200+,25+,
401.0,George Washington University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,George Washington University,United States of America,501.0,Natural Sciences,28,32,BBB,1200+,25+,
53.0,Georgia Institute of Technology,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Georgia Institute of Technology,United States of America,53.0,Natural Sciences,33,37,AAA,1400+,30+,
171.0,Ghent University,Belgium,142.0,Natural Sciences,31,35,AAB,1300+,27+,
211.0,Goethe-University Frankfurt am Main,Germany,219.0,Natural Sciences,31,35,AAB,1300+,27+,
397.0,Graz University of Technology,Austria,377.0,Natural Sciences,28,32,BBB,1200+,25+,
,"Grenoble INP, Grenoble Institute of Technology",France,290.0,Natural Sciences,28,32,BBB,1200+,25+,
401.0,Griffith University,Australia,401.0,Natural Sciences,28,32,BBB,1200+,25+,
,Gwangju Institute of Science and Technology (GIST),Republic of Korea,367.0,Natural Sciences,28,32,BBB,1200+,25+,
287.0,Gwangju Institute of Science and Technology (GIST),South Korea,,Natural Sciences,28,32,BBB,1200+,25+,
304.0,HSE University,Russia,,Natural Sciences,28,32,BBB,1200+,25+,
,HSE University,Russian Federation,374.0,Natural Sciences,28,32,BBB,1200+,25+,
,Hacettepe University,Türkiye,355.0,Natural Sciences,28,32,BBB,1200+,25+,
343.0,Hacettepe University ,Turkey,,Natural Sciences,28,32,BBB,1200+,25+,
,Hanyang University,Republic of Korea,190.0,Natural Sciences,31,35,AAB,1300+,27+,
133.0,Hanyang University,South Korea,,Natural Sciences,28,32,BBB,1200+,25+,
198.0,Harbin Institute of Technology,China (Mainland),157.0,Natural Sciences,31,35,AAB,1300+,27+,
1.0,Harvard University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Harvard University,United States of America,1.0,Natural Sciences,37,41,A*A*A,1500+,34+,
386.0,Heriot-Watt University,United Kingdom,377.0,Natural Sciences,28,32,BBB,1200+,25+,
374.0,Hiroshima University,Japan,401.0,Natural Sciences,28,32,BBB,1200+,25+,
163.0,Hokkaido University,Japan,142.0,Natural Sciences,31,35,AAB,1300+,27+,
273.0,Huazhong University of Science and Technology,China (Mainland),263.0,Natural Sciences,28,32,BBB,1200+,25+,
72.0,Humboldt-Universität zu Berlin,Germany,82.0,Natural Sciences,33,37,AAA,1400+,30+,
,Hunan University,China (Mainland),501.0,Natural Sciences,28,32,BBB,1200+,25+,
501.0,Hunan University ,China (Mainland),,Natural Sciences,28,32,BBB,1200+,25+,
501.0,IMT Atlantique,France,,Natural Sciences,28,32,BBB,1200+,25+,
254.0,ITMO University,Russia,,Natural Sciences,28,32,BBB,1200+,25+,
,ITMO University,Russian Federation,308.0,Natural Sciences,28,32,BBB,1200+,25+,
,Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM),Saudi Arabia,401.0,Natural Sciences,28,32,BBB,1200+,25+,
,Imam Mohammad Ibn Saud Islamic University – IMSIU,Saudi Arabia,501.0,Natural Sciences,28,32,BBB,1200+,25+,
9.0,Imperial College London,United Kingdom,9.0,Natural Sciences,37,41,A*A*A,1500+,34+,
137.0,Indian Institute of Science,India,108.0,Natural Sciences,31,35,AAB,1300+,27+,
147.0,Indian Institute of Technology Bombay (IITB),India,112.0,Natural Sciences,31,35,AAB,1300+,27+,
183.0,Indian Institute of Technology Delhi (IITD),India,146.0,Natural Sciences,31,35,AAB,1300+,27+,
343.0,Indian Institute of Technology Guwahati (IITG),India,302.0,Natural Sciences,28,32,BBB,1200+,25+,
215.0,Indian Institute of Technology Kanpur (IITK),India,182.0,Natural Sciences,31,35,AAB,1300+,27+,
236.0,Indian Institute of Technology Kharagpur (IIT-KGP),India,217.0,Natural Sciences,31,35,AAB,1300+,27+,
206.0,Indian Institute of Technology Madras (IITM),India,173.0,Natural Sciences,31,35,AAB,1300+,27+,
365.0,Indian Institute of Technology Roorkee (IITR),India,308.0,Natural Sciences,28,32,BBB,1200+,25+,
338.0,Indiana University Bloomington,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Indiana University Bloomington,United States of America,351.0,Natural Sciences,28,32,BBB,1200+,25+,
,Inha University,Republic of Korea,451.0,Natural Sciences,28,32,BBB,1200+,25+,
401.0,Inha University,South Korea,,Natural Sciences,28,32,BBB,1200+,25+,
401.0,Institut National des Sciences Appliquées de Lyon (INSA),France,501.0,Natural Sciences,28,32,BBB,1200+,25+,
40.0,Institut Polytechnique de Paris,France,38.0,Natural Sciences,35,39,A*AA,1450+,32+,
,Institution,Country / Territory,2025.0,Natural Sciences,28,32,BBB,1200+,25+,
2024.0,Institution,Location,,Natural Sciences,28,32,BBB,1200+,25+,
401.0,Instituto Politécnico Nacional (IPN),Mexico,401.0,Natural Sciences,28,32,BBB,1200+,25+,
275.0,Iowa State University,United States,,Natural Sciences,28,32,BBB,1200+,25+,
,Iowa State University,United States of America,286.0,Natural Sciences,28,32,BBB,1200+,25+,
275.0,Istanbul Technical University,Turkey,,Natural Sciences,28,32,BBB,1200+,25+,
,Istanbul Technical University,Türkiye,182.0,Natural Sciences,31,35,AAB,1300+,27+,
451.0,Jadavpur University,India,451.0,Natural Sciences,28,32,BBB,1200+,25+,
217.0,Jagiellonian University,Poland,223.0,Natural Sciences,31,35,AAB,1300+,27+,
451.0,James Cook University,Australia,451.0,Natural Sciences,28,32,BBB,1200+,25+,
,Jawaharlal Nehru University,India,501.0,Natural Sciences,28,32,BBB,1200+,25+,
,Jeonbuk National University,Republic of Korea,401.0,Natural Sciences,28,32,BBB,1200+,25+,
379.0,Jeonbuk National University,South Korea,,Natural Sciences,28,32,BBB,1200+,25+,
295.0,Jilin University,China (Mainland),314.0,Natural Sciences,28,32,BBB,1200+,25+,
174.0,Johannes Gutenberg Universität Mainz,Germany,209.0,Natural Sciences,31,35,AAB,1300+,27+,
